date,facility_id,patients_in,patients_out,beds_occupied,beds_available,ambulances_used,doctors_available,staff_available
2024-03-28,FAC0041,0,0,6,2,0,5,7
2024-05-29,FAC0021,1,1,12,7,1,6,10
2024-12-03,FAC0223,2,0,19,13,1,4,11
2024-02-17,FAC0227,37,21,272,180,3,6,8
2024-05-02,FAC0191,7,2,16,33,0,4,7
2023-01-13,FAC0076,2,2,11,26,1,10,12
2024-02-19,FAC0055,53,18,369,63,5,6,10
2024-08-25,FAC0094,8,0,29,28,3,2,7
2024-03-10,FAC0009,1,3,22,8,2,5,15
2024-12-24,FAC0119,3,1,34,3,1,2,14
2024-03-06,FAC0287,3,2,27,9,2,2,14
2023-07-20,FAC0218,1,0,5,6,2,8,10
2023-12-03,FAC0075,0,0,8,4,1,8,16
2024-08-16,FAC0257,0,1,13,10,1,3,12
2023-03-30,FAC0088,3,0,24,15,0,5,6
2024-08-28,FAC0266,6,3,75,21,2,7,10
2023-08-07,FAC0255,2,1,23,14,0,6,11
2023-11-03,FAC0052,0,0,7,8,0,12,20
2024-11-08,FAC0214,2,2,15,4,1,3,5
2024-07-16,FAC0051,19,7,285,195,4,5,15
2024-03-30,FAC0056,2,3,12,16,1,7,10
2024-08-25,FAC0148,0,0,5,6,0,4,13
2023-06-12,FAC0220,2,1,110,135,8,2,17
2023-12-24,FAC0148,0,0,6,5,1,7,7
2024-03-27,FAC0124,32,16,223,37,2,4,19
2023-10-10,FAC0084,2,0,13,18,2,2,6
2024-06-16,FAC0204,0,1,3,3,1,8,24
2024-01-27,FAC0083,2,0,19,2,1,6,10
2024-08-05,FAC0010,1,0,12,1,1,3,15
2023-09-28,FAC0119,0,4,27,10,0,1,12
2024-08-03,FAC0065,7,8,26,59,1,3,15
2023-04-22,FAC0060,6,6,71,57,4,5,13
2024-08-09,FAC0253,2,2,21,15,2,2,14
2023-08-20,FAC0243,39,9,94,199,2,8,14
2024-03-21,FAC0132,1,2,19,10,1,7,10
2024-08-14,FAC0222,0,1,34,25,2,7,12
2024-01-11,FAC0056,3,3,18,10,0,7,8
2023-03-27,FAC0098,3,0,29,7,1,8,6
2024-09-21,FAC0244,0,1,5,6,0,5,15
2024-10-06,FAC0258,0,3,44,12,3,5,16
2023-12-17,FAC0145,4,1,30,4,1,9,6
2024-04-27,FAC0227,6,29,150,302,5,4,12
2024-07-18,FAC0198,2,0,6,12,1,3,7
2024-03-05,FAC0281,47,21,219,255,8,2,12
2024-12-28,FAC0069,1,0,8,6,0,4,7
2023-07-12,FAC0016,1,2,8,10,2,5,13
2023-09-02,FAC0081,3,4,27,11,1,5,8
2023-11-23,FAC0056,4,0,24,4,1,5,13
2023-12-09,FAC0163,4,2,15,14,0,9,14
2024-10-12,FAC0162,3,2,37,23,1,9,14
2024-11-25,FAC0175,2,3,31,7,0,5,12
2024-06-11,FAC0105,3,2,25,5,1,3,20
2023-11-16,FAC0266,6,5,87,9,0,7,12
2023-04-24,FAC0262,2,1,10,12,0,6,12
2024-01-20,FAC0200,3,0,19,10,1,7,16
2024-02-25,FAC0167,3,1,25,39,0,2,8
2024-01-28,FAC0176,2,2,10,15,0,9,11
2024-12-25,FAC0107,2,2,70,6,0,7,17
2023-03-29,FAC0268,3,2,27,16,0,2,14
2023-05-03,FAC0213,0,3,8,19,0,7,14
2023-03-04,FAC0272,2,0,8,14,1,4,12
2024-10-16,FAC0226,4,2,36,9,1,5,10
2023-06-14,FAC0178,2,2,13,6,1,2,4
2024-05-18,FAC0255,0,0,18,19,1,7,10
2024-11-11,FAC0163,4,0,10,19,0,8,11
2023-01-24,FAC0014,3,1,15,29,0,2,13
2023-01-20,FAC0283,0,2,29,10,1,5,7
2024-04-20,FAC0275,3,3,21,8,1,5,9
2024-03-06,FAC0105,3,1,18,12,1,5,28
2024-04-23,FAC0152,15,28,253,22,3,7,14
2023-04-15,FAC0043,4,5,23,26,0,10,15
2024-08-07,FAC0169,13,10,81,6,1,3,9
2023-12-29,FAC0024,1,0,11,2,2,5,21
2024-10-05,FAC0166,1,2,5,12,1,6,10
2023-02-28,FAC0240,1,0,13,3,1,7,12
2024-07-31,FAC0273,2,0,24,7,1,5,5
2023-10-01,FAC0215,3,1,28,12,1,3,17
2023-09-17,FAC0262,2,0,18,4,1,7,8
2023-02-13,FAC0012,0,0,6,4,1,6,13
2023-02-19,FAC0219,1,1,8,6,1,3,18
2023-03-12,FAC0293,1,2,7,17,0,6,21
2023-07-30,FAC0054,68,0,224,264,9,7,16
2023-11-02,FAC0096,2,4,21,13,0,4,10
2023-03-17,FAC0042,1,0,12,10,0,4,8
2023-01-01,FAC0249,0,0,25,5,1,2,11
2024-11-01,FAC0122,0,0,6,9,1,3,12
2024-10-17,FAC0038,9,0,33,31,0,4,12
2024-03-04,FAC0030,2,1,9,5,0,4,7
2024-08-14,FAC0017,33,4,367,48,5,2,17
2024-05-07,FAC0054,42,54,344,144,0,4,21
2023-05-07,FAC0037,14,15,106,65,4,6,15
2023-11-04,FAC0048,5,1,21,20,1,5,24
2024-11-30,FAC0061,5,0,13,31,2,5,19
2024-08-03,FAC0291,2,4,23,15,1,5,16
2023-01-10,FAC0180,6,2,66,112,5,4,16
2023-03-02,FAC0183,1,2,16,12,1,2,9
2023-06-18,FAC0218,0,0,5,6,1,9,10
2023-11-26,FAC0177,3,2,17,21,2,5,12
2023-12-28,FAC0062,3,0,19,3,1,2,7
2024-02-28,FAC0197,5,1,30,8,1,6,10
2023-03-31,FAC0206,0,1,21,4,1,7,12
2023-05-18,FAC0207,3,3,16,19,1,5,6
2024-01-11,FAC0296,20,42,156,243,2,5,12
2024-11-24,FAC0214,2,0,8,11,0,7,11
2023-11-14,FAC0002,5,3,18,24,0,2,7
2023-04-15,FAC0281,18,12,169,305,0,2,11
2024-12-04,FAC0274,9,1,50,42,1,6,17
2024-10-12,FAC0075,1,1,10,2,0,8,11
2023-12-20,FAC0251,1,1,18,6,1,10,12
2023-03-24,FAC0088,5,0,35,4,0,10,6
2024-12-08,FAC0217,13,5,28,67,1,6,19
2023-05-05,FAC0092,23,3,209,133,1,5,8
2023-11-20,FAC0047,0,1,5,1,0,6,16
2024-02-17,FAC0277,2,1,10,4,0,4,23
2023-02-10,FAC0175,5,1,24,14,2,3,10
2024-12-24,FAC0019,2,3,28,3,1,10,12
2023-11-14,FAC0052,0,1,5,10,1,12,19
2023-12-15,FAC0101,2,5,13,30,0,4,12
2023-06-18,FAC0068,4,2,13,14,0,5,12
2023-10-14,FAC0097,0,0,48,38,0,10,17
2023-03-13,FAC0103,5,1,31,28,2,4,10
2023-07-23,FAC0136,2,0,13,22,0,6,15
2024-05-03,FAC0159,3,2,19,22,1,5,10
2023-06-18,FAC0265,1,2,23,6,1,6,6
2024-09-11,FAC0037,24,19,140,31,3,9,11
2024-11-26,FAC0016,0,0,8,10,1,5,9
2024-07-15,FAC0186,0,1,8,8,0,6,14
2024-10-16,FAC0255,2,2,32,5,1,6,16
2023-07-18,FAC0203,13,6,37,61,3,8,10
2023-08-25,FAC0244,0,1,4,7,0,6,19
2023-03-21,FAC0070,27,14,146,42,6,2,21
2024-06-15,FAC0146,1,0,4,5,1,1,10
2024-07-19,FAC0182,1,3,12,13,1,3,9
2023-02-15,FAC0198,1,1,16,2,0,7,7
2023-08-23,FAC0029,0,0,10,9,1,2,13
2024-11-27,FAC0011,2,2,10,9,0,5,8
2023-08-21,FAC0030,2,1,12,2,0,3,13
2023-06-18,FAC0045,5,2,28,9,0,5,9
2024-09-13,FAC0197,0,3,20,18,1,8,12
2023-08-08,FAC0186,0,1,5,11,2,6,8
2023-01-31,FAC0168,7,7,74,28,1,5,13
2024-11-27,FAC0219,0,1,10,4,1,3,23
2023-03-16,FAC0192,0,13,203,107,0,7,14
2024-11-30,FAC0107,10,6,34,42,4,4,11
2024-05-23,FAC0272,3,2,7,15,0,5,13
2023-02-04,FAC0197,0,0,33,5,1,8,12
2024-10-26,FAC0200,2,3,15,14,2,4,13
2023-06-11,FAC0114,2,4,18,18,3,4,9
2024-01-25,FAC0097,9,2,70,16,3,11,15
2024-10-10,FAC0067,2,3,12,15,0,3,10
2023-06-03,FAC0293,2,0,8,16,1,4,20
2023-03-18,FAC0064,5,7,71,5,1,9,10
2024-07-17,FAC0179,0,2,27,16,0,7,12
2023-08-04,FAC0125,0,1,20,3,0,7,14
2023-01-01,FAC0244,1,0,10,1,0,8,19
2023-12-07,FAC0164,2,1,11,3,1,4,11
2023-08-19,FAC0063,2,1,22,10,1,4,8
2023-12-09,FAC0059,4,4,15,21,0,4,13
2023-08-28,FAC0285,31,38,158,212,1,6,13
2023-10-14,FAC0084,3,1,12,19,0,2,6
2023-08-20,FAC0220,9,25,201,44,8,2,9
2024-09-24,FAC0013,0,0,15,6,1,2,12
2023-07-17,FAC0045,4,2,23,14,1,6,11
2024-10-21,FAC0211,1,0,9,3,1,5,18
2024-08-24,FAC0091,2,2,26,12,0,4,11
2023-02-23,FAC0257,1,1,20,3,1,2,11
2023-08-14,FAC0121,4,0,41,4,1,1,12
2024-07-16,FAC0008,2,0,16,8,1,4,8
2023-06-20,FAC0196,3,1,20,9,0,5,14
2023-04-14,FAC0177,0,2,13,25,3,4,8
2023-03-13,FAC0288,1,1,10,13,0,7,10
2024-06-02,FAC0216,0,1,9,2,1,8,8
2024-08-12,FAC0127,2,6,21,32,1,5,8
2024-04-03,FAC0289,4,2,40,6,0,3,14
2024-07-13,FAC0290,1,3,22,7,0,12,10
2023-02-04,FAC0027,31,20,271,83,1,5,7
2023-05-24,FAC0138,0,1,5,4,1,4,12
2023-05-07,FAC0276,0,1,14,19,1,7,12
2023-01-24,FAC0238,0,9,45,32,2,5,14
2024-07-19,FAC0028,1,3,35,11,1,8,21
2024-12-06,FAC0060,9,12,119,9,2,9,16
2023-08-23,FAC0295,1,0,4,10,0,9,14
2023-07-10,FAC0264,4,6,48,25,0,2,13
2024-08-06,FAC0224,0,0,8,4,0,8,11
2024-04-27,FAC0083,0,1,7,14,1,7,13
2024-05-12,FAC0098,4,0,29,7,0,10,4
2024-11-13,FAC0258,6,4,41,15,2,3,16
2023-08-04,FAC0104,0,0,38,4,0,7,11
2024-04-02,FAC0210,0,4,27,23,1,5,6
2023-02-21,FAC0277,1,1,7,7,0,5,15
2024-10-27,FAC0210,4,0,18,32,0,4,9
2023-07-29,FAC0262,0,2,7,15,1,7,11
2023-08-30,FAC0257,2,0,18,5,1,3,9
2023-12-04,FAC0281,71,2,175,299,4,2,14
2023-08-17,FAC0042,1,1,8,14,1,2,8
2024-02-29,FAC0119,1,0,25,12,1,1,11
2023-07-31,FAC0164,0,0,9,5,1,6,10
2024-11-16,FAC0284,18,24,143,72,6,2,13
2023-08-24,FAC0126,1,1,34,3,1,7,16
2023-11-16,FAC0096,0,0,13,21,0,4,11
2023-01-10,FAC0217,13,11,85,10,1,6,18
2024-05-04,FAC0177,3,2,31,7,3,4,7
2024-02-08,FAC0189,1,0,5,9,1,6,12
2024-07-21,FAC0027,18,6,296,58,4,4,6
2023-07-07,FAC0183,3,2,23,5,2,1,10
2023-04-08,FAC0174,7,13,118,34,2,1,8
2023-10-14,FAC0038,6,1,45,19,0,4,8
2023-08-11,FAC0294,4,1,25,3,1,10,11
2024-03-03,FAC0283,2,0,23,16,2,7,10
2024-12-31,FAC0074,1,0,4,4,0,3,9
2023-09-03,FAC0120,13,0,45,69,7,2,9
2023-06-15,FAC0085,1,0,3,5,1,3,5
2024-06-16,FAC0104,6,2,23,19,1,11,8
2024-07-14,FAC0155,9,2,38,25,1,6,16
2023-06-04,FAC0120,15,5,95,19,0,3,8
2024-07-21,FAC0192,5,13,167,143,0,8,12
2024-06-17,FAC0288,2,1,11,12,0,6,6
2024-08-14,FAC0125,1,0,13,10,1,4,15
2024-10-18,FAC0125,0,1,14,9,0,4,11
2024-07-14,FAC0115,7,5,26,33,1,4,12
2024-02-05,FAC0125,2,2,11,12,2,6,12
2023-12-27,FAC0018,0,0,8,3,1,6,10
2023-10-08,FAC0234,0,0,9,2,0,2,6
2024-05-27,FAC0259,2,2,10,9,0,5,18
2023-06-09,FAC0050,4,3,26,23,2,4,8
2023-06-24,FAC0161,1,0,8,3,0,6,10
2023-10-18,FAC0272,1,0,7,15,1,8,10
2023-12-05,FAC0278,16,16,111,46,1,4,18
2024-09-11,FAC0261,5,0,21,14,0,4,10
2024-06-13,FAC0066,22,19,143,219,2,6,10
2024-02-24,FAC0024,0,1,12,1,1,5,22
2024-03-11,FAC0075,1,0,6,6,1,7,19
2024-04-12,FAC0060,14,9,47,81,1,6,15
2024-12-07,FAC0235,1,2,17,14,2,7,5
2023-12-04,FAC0093,33,10,114,189,1,8,10
2024-12-13,FAC0108,5,4,13,21,2,4,14
2023-12-28,FAC0147,3,1,14,27,2,5,9
2024-02-05,FAC0044,0,1,25,11,0,6,21
2024-08-17,FAC0251,0,1,13,11,0,10,12
2024-06-24,FAC0276,4,2,17,16,1,4,13
2023-03-15,FAC0048,6,1,31,10,0,5,20
2024-03-12,FAC0179,6,2,18,25,2,10,7
2024-04-14,FAC0113,1,1,7,6,0,4,13
2023-01-13,FAC0229,1,1,20,3,0,4,8
2024-07-16,FAC0048,5,2,38,3,0,9,12
2023-01-20,FAC0282,5,3,12,23,2,1,18
2023-02-15,FAC0047,1,1,4,2,1,6,8
2023-05-27,FAC0120,2,1,72,42,2,3,6
2023-11-02,FAC0014,2,3,22,22,1,4,15
2023-10-18,FAC0063,3,1,22,10,0,5,13
2023-10-08,FAC0024,1,0,6,7,0,5,23
2023-08-24,FAC0025,1,3,14,12,1,1,13
2023-03-25,FAC0141,6,4,39,10,2,4,10
2024-04-24,FAC0253,1,0,32,4,2,2,10
2023-10-11,FAC0192,5,0,203,107,10,5,9
2024-08-01,FAC0113,1,0,9,4,1,9,10
2024-01-16,FAC0030,0,0,6,8,2,2,8
2024-06-12,FAC0002,0,1,34,8,0,2,11
2023-05-06,FAC0085,1,0,5,3,1,2,10
2023-04-20,FAC0130,0,0,11,13,0,4,14
2023-06-30,FAC0139,4,8,63,8,0,3,14
2024-10-07,FAC0023,7,4,50,49,0,8,5
2023-08-03,FAC0081,2,3,25,13,1,4,10
2023-07-06,FAC0213,3,3,24,3,1,4,10
2024-03-18,FAC0003,2,0,6,14,2,4,8
2023-08-14,FAC0190,11,4,64,17,2,9,16
2023-12-01,FAC0162,2,6,25,35,0,5,8
2023-01-02,FAC0028,1,2,18,28,1,9,19
2023-08-07,FAC0003,3,1,9,11,0,5,9
2023-01-30,FAC0051,18,15,147,333,8,8,15
2023-01-09,FAC0290,3,3,10,19,0,11,13
2024-04-19,FAC0296,7,30,212,187,5,6,12
2024-08-31,FAC0222,4,3,25,34,2,4,13
2024-10-05,FAC0070,20,21,107,81,5,2,22
2023-09-06,FAC0046,2,0,9,6,1,2,11
2023-03-07,FAC0006,9,15,187,57,4,7,10
2023-07-14,FAC0065,1,9,75,10,3,5,15
2024-02-03,FAC0237,3,3,16,13,1,4,15
2023-02-12,FAC0255,4,2,33,4,1,8,12
2023-08-19,FAC0260,0,1,34,10,0,2,13
2023-07-19,FAC0091,3,0,32,6,2,6,13
2023-07-05,FAC0130,1,0,12,12,0,7,10
2024-10-08,FAC0252,4,0,39,57,2,5,10
2023-07-05,FAC0286,2,0,15,3,2,3,6
2024-08-29,FAC0092,29,35,322,20,5,5,9
2023-08-09,FAC0079,0,0,9,8,1,10,13
2024-12-14,FAC0221,46,2,287,33,1,5,6
2023-07-20,FAC0201,4,1,57,8,1,2,9
2024-03-15,FAC0087,2,1,5,12,1,7,10
2024-06-09,FAC0234,0,0,7,4,1,1,4
2024-09-16,FAC0180,0,7,88,90,1,2,9
2023-10-16,FAC0227,30,43,326,126,3,5,15
2024-07-17,FAC0088,1,1,19,20,0,10,12
2023-01-16,FAC0026,0,1,5,8,0,5,8
2023-07-10,FAC0248,7,2,23,44,2,6,6
2024-01-31,FAC0003,0,2,9,11,0,6,7
2024-06-30,FAC0001,2,0,7,17,0,6,6
2023-12-15,FAC0245,1,5,15,29,1,1,20
2024-06-11,FAC0236,1,3,23,5,1,2,10
2024-09-17,FAC0061,5,0,16,28,0,9,20
2023-06-17,FAC0283,4,3,27,12,2,8,7
2024-03-07,FAC0077,1,0,7,3,0,9,9
2024-08-02,FAC0232,14,11,43,57,0,1,8
2023-05-25,FAC0149,1,0,5,7,1,5,16
2023-08-27,FAC0147,1,1,35,6,4,3,8
2024-07-23,FAC0189,1,1,12,2,0,5,19
2023-08-13,FAC0233,1,1,7,1,0,7,10
2024-01-19,FAC0125,0,0,18,5,1,7,8
2024-04-22,FAC0066,6,2,341,21,5,7,16
2024-08-19,FAC0254,0,1,10,6,1,5,5
2024-10-29,FAC0290,3,1,21,8,1,11,7
2024-03-01,FAC0002,6,2,25,17,0,2,6
2024-05-06,FAC0177,3,3,17,21,1,5,12
2023-10-21,FAC0215,6,3,17,23,1,6,18
2024-11-25,FAC0221,32,31,131,189,4,4,10
2023-06-20,FAC0119,4,2,17,20,1,1,14
2024-03-20,FAC0244,0,0,8,3,0,5,18
2023-05-03,FAC0251,0,1,14,10,0,6,14
2023-06-11,FAC0027,12,8,201,153,4,4,12
2024-06-21,FAC0113,1,1,5,8,2,7,18
2023-07-31,FAC0231,0,1,4,7,1,1,16
2024-02-08,FAC0065,5,8,64,21,0,3,18
2024-03-15,FAC0280,65,1,204,230,2,3,20
2024-11-26,FAC0063,1,2,26,6,2,3,16
2023-07-25,FAC0166,1,0,13,4,0,6,16
2023-11-06,FAC0011,2,0,12,7,1,6,9
2024-06-07,FAC0297,3,1,13,8,0,3,11
2023-01-12,FAC0044,0,0,30,6,2,4,16
2024-12-13,FAC0072,9,5,49,19,0,12,19
2023-06-01,FAC0127,5,0,16,37,1,5,7
2023-05-16,FAC0031,26,17,213,178,0,2,14
2024-06-22,FAC0105,3,1,25,5,0,4,27
2024-07-07,FAC0170,7,7,122,114,1,9,12
2024-09-07,FAC0012,0,0,3,7,1,7,23
2024-10-04,FAC0192,44,19,169,141,9,5,11
2024-05-07,FAC0139,4,1,49,22,3,4,15
2024-08-07,FAC0042,0,2,20,2,1,3,15
2024-09-09,FAC0242,1,1,7,8,1,5,15
2024-12-02,FAC0044,0,2,28,8,1,7,20
2024-09-10,FAC0266,3,6,41,55,1,4,11
2024-06-12,FAC0040,2,1,13,3,1,7,14
2024-10-27,FAC0275,4,3,14,15,0,6,14
2023-11-24,FAC0108,4,0,12,22,0,2,10
2024-03-21,FAC0234,0,1,8,3,2,2,4
2023-06-14,FAC0133,3,6,41,18,1,3,14
2024-03-13,FAC0013,1,0,10,11,1,2,15
2023-01-17,FAC0131,1,4,15,26,1,3,12
2023-12-14,FAC0001,0,2,19,5,0,4,10
2023-02-13,FAC0067,3,2,21,6,2,5,10
2023-02-13,FAC0056,2,2,21,7,0,7,14
2024-02-16,FAC0079,1,1,15,2,0,5,27
2023-12-18,FAC0286,0,1,7,11,2,1,12
2023-12-07,FAC0111,4,3,27,9,0,4,12
2024-02-12,FAC0216,1,0,4,7,1,7,11
2023-10-03,FAC0147,0,2,31,10,3,3,12
2023-12-21,FAC0078,2,3,18,10,2,2,11
2024-10-24,FAC0289,4,5,20,26,1,2,9
2023-03-27,FAC0087,0,1,9,8,0,5,8
2024-09-13,FAC0038,2,4,52,12,0,9,8
2023-08-31,FAC0102,1,1,8,5,0,2,21
2023-08-05,FAC0295,2,1,11,3,1,5,8
2023-12-02,FAC0297,2,0,18,3,1,4,9
2023-12-21,FAC0066,1,15,152,210,1,8,8
2023-04-13,FAC0190,0,2,29,52,2,11,8
2024-03-14,FAC0061,3,2,34,10,1,7,13
2023-02-18,FAC0005,1,1,11,5,0,5,13
2024-02-27,FAC0252,5,2,54,42,4,6,11
2023-06-17,FAC0098,0,2,25,11,1,10,9
2024-06-03,FAC0137,0,0,10,11,0,5,8
2024-07-24,FAC0077,0,1,4,6,0,6,9
2024-02-12,FAC0250,3,2,13,8,1,6,10
2023-12-31,FAC0039,2,0,18,12,1,3,14
2023-10-05,FAC0153,0,0,31,5,0,1,7
2024-10-12,FAC0032,0,0,10,3,0,11,9
2024-07-13,FAC0107,7,8,56,20,4,5,16
2023-01-07,FAC0176,2,0,22,3,0,11,11
2024-09-06,FAC0266,4,5,81,15,0,7,9
2023-05-25,FAC0017,45,2,151,264,5,3,12
2024-02-24,FAC0104,3,0,19,23,0,11,9
2024-12-01,FAC0127,5,3,28,25,1,8,11
2024-08-13,FAC0052,1,0,7,8,0,7,23
2023-07-27,FAC0207,4,2,25,10,1,9,8
2023-07-08,FAC0206,2,0,8,17,0,4,13
2024-06-10,FAC0102,0,0,4,9,1,3,15
2024-05-14,FAC0037,5,10,114,57,1,6,19
2024-02-12,FAC0224,0,1,4,8,1,8,15
2024-05-07,FAC0218,1,0,5,6,1,10,15
2023-01-20,FAC0118,2,4,28,10,0,3,11
2023-02-15,FAC0014,6,0,26,18,0,2,16
2023-10-05,FAC0290,4,2,14,15,0,12,9
2024-10-11,FAC0083,2,1,18,3,0,6,14
2024-11-18,FAC0257,2,0,13,10,0,2,10
2023-09-06,FAC0295,2,0,9,5,0,6,14
2024-08-11,FAC0208,2,2,24,15,1,3,10
2023-01-14,FAC0078,3,1,25,3,1,4,7
2024-05-11,FAC0151,5,7,28,38,2,1,12
2023-06-08,FAC0100,18,25,194,82,3,7,25
2024-02-29,FAC0183,4,0,11,17,2,3,11
2023-06-19,FAC0225,1,3,26,4,1,3,14
2023-08-16,FAC0066,15,20,202,160,2,4,11
2024-01-29,FAC0234,1,0,9,2,2,2,5
2023-03-06,FAC0124,4,8,158,102,3,2,18
2023-07-21,FAC0141,6,4,15,34,0,7,11
2023-03-17,FAC0294,4,2,19,9,0,10,12
2023-01-17,FAC0126,4,2,28,9,1,3,19
2023-04-22,FAC0228,1,1,18,6,0,6,13
2024-11-19,FAC0225,2,1,21,9,0,5,13
2023-08-12,FAC0114,4,3,18,18,2,3,10
2023-02-23,FAC0271,0,1,14,7,1,6,17
2023-10-16,FAC0231,0,0,3,8,0,2,14
2024-04-04,FAC0173,0,0,19,3,0,5,12
2023-03-14,FAC0213,2,1,9,18,1,4,14
2024-12-29,FAC0052,2,0,12,3,0,9,26
2024-08-29,FAC0268,2,3,28,15,1,2,12
2023-07-18,FAC0134,3,2,14,9,1,1,6
2024-05-19,FAC0151,7,3,29,37,2,3,7
2023-01-29,FAC0211,1,0,4,8,0,4,20
2024-09-27,FAC0224,0,1,4,8,0,8,8
2023-05-24,FAC0054,45,25,181,307,3,7,16
2023-03-31,FAC0207,2,2,14,21,1,5,12
2023-12-15,FAC0147,6,0,15,26,0,5,13
2024-11-24,FAC0174,6,2,83,69,0,1,8
2024-06-10,FAC0077,1,1,9,1,1,8,13
2024-04-15,FAC0151,9,5,29,37,1,1,13
2024-12-18,FAC0258,8,3,25,31,0,4,9
2024-05-24,FAC0221,25,2,134,186,3,5,7
2024-01-20,FAC0233,0,1,6,2,0,10,19
2024-11-04,FAC0053,2,0,7,8,1,3,16
2023-06-07,FAC0160,4,3,15,21,0,2,5
2024-10-10,FAC0087,0,2,8,9,0,4,8
2024-08-31,FAC0240,1,1,9,7,1,6,8
2023-12-09,FAC0196,4,2,12,17,1,5,17
2024-03-11,FAC0042,2,1,16,6,0,4,14
2024-08-17,FAC0089,7,4,56,5,1,4,14
2023-03-25,FAC0130,1,1,17,7,0,8,17
2023-01-09,FAC0250,2,0,9,12,2,8,12
2023-04-06,FAC0036,2,0,10,6,1,4,9
2024-07-21,FAC0297,1,1,19,2,0,4,9
2024-03-22,FAC0115,1,0,42,17,2,7,15
2023-06-24,FAC0089,0,4,38,23,1,4,13
2024-09-24,FAC0229,3,0,18,5,1,8,7
2024-11-14,FAC0273,1,0,12,19,0,6,8
2023-12-25,FAC0181,3,1,19,28,0,6,10
2024-10-30,FAC0145,3,4,24,10,1,9,6
2023-05-08,FAC0189,1,0,6,8,0,5,16
2023-05-15,FAC0180,4,21,167,11,4,4,14
2024-12-27,FAC0106,1,4,25,15,0,6,7
2024-04-27,FAC0140,3,3,27,5,0,5,18
2023-08-28,FAC0039,2,1,10,20,0,2,19
2024-03-23,FAC0193,2,2,14,10,1,9,11
2024-04-15,FAC0096,2,2,31,3,1,6,11
2023-07-06,FAC0066,51,4,196,166,3,4,14
2024-02-15,FAC0033,2,4,22,40,1,5,20
2024-04-15,FAC0137,2,2,9,12,1,5,12
2024-10-01,FAC0007,4,1,35,13,0,5,10
2024-12-29,FAC0191,7,0,21,28,0,6,11
2023-05-15,FAC0107,11,5,38,38,0,7,14
2023-08-10,FAC0106,2,0,30,10,2,6,9
2024-10-29,FAC0136,0,0,27,8,0,5,13
2024-08-27,FAC0273,0,2,10,21,1,3,9
2024-06-08,FAC0210,3,2,36,14,1,3,11
2023-02-27,FAC0260,3,3,32,12,2,3,14
2023-07-14,FAC0293,2,0,21,3,0,8,23
2024-08-28,FAC0196,3,0,11,18,0,8,10
2023-08-27,FAC0059,2,1,34,2,1,5,6
2023-11-15,FAC0180,7,5,54,124,1,2,12
2023-04-10,FAC0012,0,1,6,4,0,6,14
2024-07-31,FAC0084,3,3,19,12,2,4,6
2024-07-12,FAC0198,0,0,13,5,1,5,12
2024-01-15,FAC0047,1,0,2,4,0,5,11
2024-08-29,FAC0266,7,2,56,40,0,6,12
2023-01-05,FAC0221,26,37,280,40,2,3,9
2023-02-10,FAC0005,0,0,7,9,0,7,15
2024-11-27,FAC0084,0,0,22,9,1,2,7
2023-02-18,FAC0065,1,9,63,22,2,7,18
2024-12-21,FAC0279,5,11,59,39,3,2,14
2023-02-07,FAC0009,0,0,18,12,2,5,12
2024-07-22,FAC0051,37,21,153,327,6,7,10
2024-12-11,FAC0158,64,49,149,298,3,2,6
2023-06-22,FAC0215,3,1,27,13,3,3,13
2024-04-02,FAC0102,0,1,4,9,1,2,11
2024-06-22,FAC0126,5,4,20,17,1,5,12
2024-12-02,FAC0005,1,0,6,10,0,10,9
2023-10-30,FAC0058,0,0,5,10,0,4,8
2024-03-16,FAC0075,1,0,6,6,1,10,11
2023-04-26,FAC0034,1,1,7,3,1,7,9
2023-12-19,FAC0225,0,1,26,4,0,6,13
2024-04-03,FAC0205,0,9,74,8,2,4,14
2023-10-30,FAC0185,21,24,137,117,4,10,18
2023-01-16,FAC0192,9,20,237,73,0,8,15
2023-07-12,FAC0238,10,3,69,8,0,5,12
2024-08-24,FAC0165,24,12,189,103,0,1,13
2024-12-24,FAC0076,3,3,13,24,0,10,10
2023-04-23,FAC0062,2,1,16,6,1,4,8
2023-06-23,FAC0194,6,1,28,19,2,8,20
2023-06-20,FAC0147,6,3,15,26,2,5,15
2023-06-24,FAC0129,6,3,26,14,0,4,14
2024-02-11,FAC0164,2,0,10,4,1,6,16
2024-04-10,FAC0145,4,1,28,6,0,8,11
2024-07-06,FAC0228,3,0,13,11,0,10,20
2023-03-15,FAC0218,0,0,7,4,1,8,12
2023-09-14,FAC0095,0,0,26,14,1,5,8
2023-08-20,FAC0032,0,1,4,9,0,6,7
2023-02-03,FAC0181,5,1,27,20,0,3,10
2023-10-19,FAC0191,5,0,29,20,0,5,10
2023-06-14,FAC0300,3,1,17,7,1,2,13
2024-04-29,FAC0252,12,5,57,39,4,6,10
2023-11-06,FAC0191,7,0,29,20,1,6,10
2023-11-03,FAC0060,3,13,40,88,4,7,10
2024-08-14,FAC0128,6,5,29,28,3,12,11
2023-03-13,FAC0229,1,1,13,10,0,4,9
2024-08-04,FAC0012,0,1,4,6,1,4,15
2023-07-27,FAC0079,2,2,12,5,0,10,24
2023-09-29,FAC0013,3,0,14,7,0,4,10
2024-03-13,FAC0109,3,2,9,15,1,3,6
2023-11-27,FAC0105,1,3,17,13,1,4,31
